0 -225.93321663190488 0.0 711.3952283337893, 1 -255.53552117221622 34.61345572428341 745.7330425961678, 2 -410.7380387475653 -11.759391689607057 227.21381981824626, 3 -540.841279033179 67.46070423785373 -252.43660841542905, 6 -196.3304044964515 -34.61391583536708 677.0578594182647, 7 -563.3448380719379 42.203618068221274 223.78360005879622, 8 -650.7101373691983 211.20449404762044 -271.9362180043104, 12 -201.31372191121432 -98.3027623435498 1041.790002795854, 13 -230.35902984764496 -106.79510590540379 1213.472354166266, 14 -559.652114071703 -30.464046564809024 986.0074534353473, 15 -696.1236386882549 -37.95732262234799 1148.7810059030828, 17 -197.1156360428583 -194.15455593646834 1158.4751239724797, 18 -370.4528576231479 -280.56420932655266 901.5958411589882, 19 -560.5215733162165 -226.74233318881255 859.7459094336757, 25 -230.79480963931982 -14.734035828234184 1229.4923803493211, 26 -251.78415453610464 113.08215229167887 906.1059197875127, 27 -276.31398431242764 125.6443739492529 610.3743390452552, 
0 -227.014670128415 0.0 708.6996818706409, 1 -257.337637996432 33.5167124960719 742.6275163505563, 2 -413.12729736613886 -12.287377123425287 223.73221964936815, 3 -542.9809821490348 68.81917123464761 -251.67187083364522, 6 -196.69120867988616 -33.517165984474026 674.7722985129711, 7 -556.8127071629999 41.56501678804034 224.7174678740761, 8 -643.8802369052555 209.47906213629176 -269.4653250782379, 12 -202.186442854668 -98.20438386077157 1037.8995977249904, 13 -230.40753460888484 -108.06710141941409 1210.0526830426272, 14 -555.2913860941447 -33.08798019230808 985.3385460334474, 15 -690.40061439887 -41.26832744223809 1147.202797359458, 17 -197.03283829979887 -193.36216211275752 1155.269084587932, 18 -366.9181934668396 -277.4971280908893 899.1194064940847, 19 -553.7081325690519 -225.07887772800933 854.7135876443402, 25 -231.3142608303629 -17.657547146169264 1225.316377172974, 26 -249.33639237525745 109.3105413454533 902.8679226822188, 27 -274.1554171708377 123.16340110638012 608.9817186365955, 
0 -212.4623440721175 0.0 710.754058089947, 1 -246.42751325498034 35.23038269835399 747.0526467334714, 2 -405.96092870456005 -21.826050111483568 224.21524458192437, 3 -548.5200798030712 59.596180329766696 -255.66187334812054, 6 -178.49664271163314 -35.23088675629223 674.4559388085627, 7 -572.478725175428 41.416092366492144 215.7962847937883, 8 -679.0226373023154 215.0501649205568 -282.85167151881586, 12 -187.24359774892315 -99.6313453888276 1046.3288476612083, 13 -213.62223707665186 -107.16890269391986 1216.1579548973275, 14 -556.4523196852646 -29.133445496801926 978.030416426662, 15 -696.9302020190753 -33.97245879157667 1143.6279450228278, 17 -176.4495164892538 -198.97131739740766 1160.8002669264931, 18 -360.3102557551673 -293.89090025029054 909.1729080522125, 19 -567.1924235394763 -238.71945792135185 873.9261014578685, 25 -218.6159979572994 -10.962583418064241 1235.5748392572682, 26 -246.8160010779673 124.47925913494852 912.3774155521453, 27 -288.45802121479386 131.58336650021874 609.9857057545028, 
0 -218.75952305863342 0.0 698.0414757360279, 1 -255.13736035516982 34.57479088998478 731.4774358943736, 2 -405.81270465648845 -11.0969860903608 225.90078895117037, 3 -529.8746097533381 77.96981425074281 -243.7790243627076, 6 -182.38123005752715 -34.57521019291138 664.6059533475833, 7 -528.0385964898944 30.604482662668254 227.01050935094608, 8 -611.7139401191646 195.04506584821905 -260.23856924993584, 12 -194.90496744136442 -95.26151993625129 1019.8437946478107, 13 -223.13834210218076 -108.07952081780864 1191.2718243144013, 14 -532.4701237048431 -42.61137220002355 973.7336431739161, 15 -659.8412873105262 -51.07685194466099 1134.147481145613, 17 -186.22504907429982 -189.8613665322622 1135.2516371084569, 18 -348.98854997338435 -264.1050338827167 877.5890534199366, 19 -505.4417746482291 -211.9262733869233 842.8278059792044, 25 -228.01152271381505 -21.3408420738116 1206.8811998998683, 26 -226.8231728226592 103.3424433281357 886.8134945018537, 27 -258.772725009031 121.87686200968639 595.9572503972777, 
0 -259.70241770043776 0.0 584.1044124259809, 1 -384.4423062472766 18.533683207314194 602.076715303027, 2 -403.028960763857 15.642695132952113 244.7377293529422, 3 -440.44121531170316 240.68490848730568 -110.77139357842765, 6 -134.96316209699052 -18.5333356598047 566.1323290517862, 7 -214.20186286227408 -66.04164086359678 211.3215851780655, 8 -217.4633086892296 95.73964172092565 -193.90128913865243, 12 -211.85582899594593 -45.16016317699416 818.7237790931139, 13 -196.2088789445877 -173.41687242306972 1016.6157881491669, 14 -285.7868648734177 -254.4119274424848 955.4602040026697, 15 -351.4707623658923 -273.16100478230294 1058.7596056048606, 17 -82.59238428107324 -162.43937570033447 981.286594863932, 18 -113.94524006284973 -49.99335114696755 785.0360944870058, 19 -37.79181055474049 -53.23311254239327 635.9341735327957, 25 -314.29701214608855 -126.50264941020065 994.4002556379875, 26 -426.1228812885124 10.525585920429286 788.8683645262811, 27 -434.91447602530405 -88.88338504012052 594.7057423974741, 
0 -268.4636232527568 0.0 581.6249467996978, 1 -390.2047192264115 -30.398012165559805 578.1639608927073, 2 -356.08115179095756 -23.900331051368724 240.13141752207707, 3 -408.61803122973953 251.28650811204648 -109.89408303644313, 6 -146.72298470915064 30.39764302092357 585.0859114626795, 7 -143.63896395261912 -18.838665244318477 223.3314997292323, 8 -163.6625281878869 147.5747667275868 -174.0434125159618, 12 -255.75979063647023 -79.64364550209436 797.0326779984994, 13 -200.07814763692164 -251.64464266774155 971.6355658409507, 14 -148.80359003837145 -362.3679080236292 940.4227051459588, 15 -137.5549674974751 -390.74897119967045 1042.9812323925448, 17 -101.72571483628917 -167.08505061906789 959.0970541333422, 18 -102.85898566749896 63.356670828995576 792.2542589879815, 19 -37.54593527276535 98.18444962554062 589.4294180936996, 25 -324.94818852008564 -268.62384135115883 919.3087186713205, 26 -363.32663781008756 -235.95164988210877 701.2720189328573, 27 -421.02768650692883 -336.3520179857974 527.1299469827518, 
0 -264.47085472013197 0.0 623.8455358433854, 1 -389.8767852396967 -22.78487087530857 623.8130487361046, 2 -370.7436218566976 -11.15201490953028 268.66310789218517, 3 -417.3003878370964 248.01479876160022 -90.33267354919087, 6 -139.0654421557624 22.784612649156074 623.8780317079758, 7 -158.37175189542958 -21.149559675584555 243.3147030323754, 8 -171.73578908036927 146.28943842613006 -150.15812539167518, 12 -240.48556911010547 -101.67262890671842 831.551827822422, 13 -191.8201597631576 -296.939735991689 992.5681533835091, 14 -167.97706175369694 -412.40747813903283 953.3748258482967, 15 -167.07648656577007 -450.4558415813748 1055.648227225174, 17 -89.36402641413179 -216.74382599020547 984.5966811043363, 18 -112.57969315055536 36.85874839239263 826.1372741342082, 19 -45.783675197752245 94.6461395744888 630.7002201688799, 25 -318.9050661251543 -301.6962565515511 947.9117513659476, 26 -381.61140202970296 -251.48714290806964 732.166817104251, 27 -417.052065288437 -373.5888954081631 539.4098023116655, 
0 -264.49272273744725 0.0 629.8215035621531, 1 -397.18327367256893 -0.45667195787137327 639.4568916494413, 2 -406.62782259606365 -0.21526890141637978 284.07540477698944, 3 -434.0887010566372 238.86595595811605 -86.45868183430827, 6 -131.8028501477686 0.4567359759794266 620.186227555299, 7 -175.31278261041155 -48.55773204944376 243.84541813697683, 8 -181.7500720986764 131.87810060226545 -148.43052611061415, 12 -230.24579578760265 -91.1801099552855 843.8600095203365, 13 -209.58684911218967 -277.67570170273297 1013.441926165402, 14 -252.70348164737246 -382.87331129253823 962.6873770645043, 15 -296.1630504614778 -414.8234943218597 1061.8500086442127, 17 -94.31614047336771 -229.85900828153456 996.6292920799278, 18 -114.22274022470467 -23.290252131878432 829.7408123154053, 19 -28.397149728720763 18.68981954128746 640.6049832400322, 25 -334.4286499724109 -249.33416742159636 982.3904196977257, 26 -412.61022066846317 -131.95100528006827 773.466751550968, 27 -445.2738912731263 -232.0204922001825 575.9963725893131, 
0 -263.4095416143269 0.0 630.0613102743048, 1 -391.28092692161886 -13.678558428173517 634.0916153221485, 2 -398.4113875336918 -4.553665583582315 279.0205243858211, 3 -438.67373115949374 243.48513920375606 -90.72132279820016, 6 -135.53874113741762 13.678425143720872 626.0310571116854, 7 -169.37214955422473 -29.686818188301416 245.91500071677353, 8 -182.16086034805468 140.93196108305045 -147.75953321475617, 12 -238.1598504968049 -106.3853584657037 838.1693679621413, 13 -205.47882766143772 -308.5263561537034 996.8360878622861, 14 -214.21671571626626 -421.21564355087673 954.4325762636647, 15 -234.96759296675052 -457.9057469028472 1054.451896252611, 17 -97.40277112199425 -238.48558893444533 989.3549803936392, 18 -119.46291351197365 10.153528654101088 834.3076432299758, 19 -41.81400392910791 81.68682789043548 639.4463247937067, 25 -331.0558658202738 -301.0848807806826 955.9466842957399, 26 -401.10860014092793 -236.74797820928183 739.811016749163, 27 -430.9952338068998 -360.46478804129947 540.2500207419156, 
0 -260.64057709610455 0.0 636.2533960402317, 1 -383.8064809972646 -21.63661340685132 636.7748546980037, 2 -381.09147489477414 6.577420583150058 278.4916207447127, 3 -428.3518426582409 257.3761551882319 -86.69264297864629, 6 -137.4752047566617 21.63632726004045 635.7319478200322, 7 -163.39733775134044 -9.986089311087227 251.6676940308434, 8 -174.16336248091443 148.35016524119388 -148.2334106895746, 12 -242.42828380154933 -98.03936560881189 847.4704828827206, 13 -198.42307470565018 -290.70170341995833 1009.0555255873596, 14 -172.78202329295675 -404.7582627489328 969.3615000220818, 15 -170.29106734660246 -444.705746496403 1071.0203680130062, 17 -96.83815210838856 -211.77227827982338 1001.8746905253847, 18 -116.94295034775547 43.07082445560266 844.9184187879032, 19 -50.70390747117071 112.52984102279873 643.6514053160413, 25 -323.99771052492144 -295.0598960904703 961.1473568237452, 26 -393.8141009013015 -248.10149070994453 743.7012507696529, 27 -431.65285241366547 -368.3333382483243 543.6502241784416, 
